episode,reward
1,-8.0
2,2.0
3,-14.0
4,-11.0
5,311.0
6,-2.0
7,9.0
8,-7.0
9,311.0
10,-2.0
11,-7.0
12,-10.0
13,-9.0
14,3.0
15,311.0
16,-16.0
17,-2.0
18,-16.0
19,2.0
20,-16.0
21,-10.0
22,-8.0
23,4.0
24,2.0
25,-18.0
26,-19.0
27,-10.0
28,-8.0
29,-14.0
30,-1.0
31,-3.0
32,1.0
33,-1.0
34,-8.0
35,1.0
36,-4.0
37,0.0
38,-11.0
39,4.0
40,-3.0
41,-10.0
42,-14.0
43,-16.0
44,-4.0
45,2.0
46,5.0
47,-10.0
48,311.0
49,-11.0
50,4.0
51,-4.0
52,0.0
53,-14.0
54,-24.0
55,-5.0
56,-17.0
57,322.0
58,-21.0
59,-11.0
60,-6.0
61,-20.0
62,-20.0
63,-10.0
64,-1.0
65,-16.0
66,-5.0
67,-7.0
68,-12.0
69,-2.0
70,-13.0
71,-33.0
72,-13.0
73,-7.0
74,293.0
75,-2.0
76,-22.0
77,-17.0
78,-8.0
79,-12.0
80,-6.0
81,-4.0
82,-7.0
83,-3.0
84,-10.0
85,-8.0
86,-15.0
87,-10.0
88,-18.0
89,-17.0
90,4.0
91,-1.0
92,-11.0
93,-4.0
94,-15.0
95,0.0
96,-17.0
97,-9.0
98,1.0
99,4.0
100,-12.0
101,-25.0
102,-21.0
103,6.0
104,-5.0
105,6.0
106,-12.0
107,2.0
108,-2.0
109,-16.0
110,-5.0
111,1.0
112,0.0
113,-10.0
114,-3.0
115,311.0
116,1.0
117,5.0
118,1.0
119,-9.0
120,-11.0
121,-5.0
122,-22.0
123,322.0
124,-9.0
125,-31.0
126,0.0
127,322.0
128,-22.0
129,-1.0
130,-12.0
131,3.0
132,0.0
133,-1.0
134,-13.0
135,-4.0
136,-2.0
137,-21.0
138,310.0
139,-20.0
140,-21.0
141,-2.0
142,-32.0
143,-12.0
144,-18.0
145,-11.0
146,1.0
147,-7.0
148,-8.0
149,-8.0
150,-1.0
151,-24.0
152,2.0
153,-17.0
154,-3.0
155,5.0
156,3.0
157,-1.0
158,0.0
159,0.0
160,-16.0
161,5.0
162,-13.0
163,-7.0
164,4.0
165,-14.0
166,-12.0
167,-3.0
168,-15.0
169,8.0
170,-21.0
171,4.0
172,-1.0
173,-2.0
174,-1.0
175,-9.0
176,2.0
177,-6.0
178,0.0
179,-11.0
180,-9.0
181,-5.0
182,-4.0
183,-7.0
184,-6.0
185,-9.0
186,-11.0
187,5.0
188,-29.0
189,-15.0
190,3.0
191,3.0
192,-10.0
193,-9.0
194,-28.0
195,-9.0
196,-4.0
197,-11.0
198,-3.0
199,-5.0
200,-8.0
201,3.0
202,-9.0
203,-36.0
204,-14.0
205,8.0
206,-4.0
207,-13.0
208,-17.0
209,-21.0
210,-15.0
211,-2.0
212,-17.0
213,-15.0
214,-11.0
215,-7.0
216,-10.0
217,-13.0
218,12.0
219,253.0
220,-4.0
221,-5.0
222,-14.0
223,-1.0
224,-14.0
225,1.0
226,-14.0
227,-6.0
228,9.0
229,-13.0
230,-13.0
231,154.0
232,315.0
233,3.0
