episode,reward
1,-34.0
2,-29.0
3,-30.0
4,-28.0
5,-27.0
6,-41.0
7,-30.0
8,-32.0
9,-38.0
10,-31.0
11,-42.0
12,-27.0
13,-29.0
14,-42.0
15,-21.0
16,-25.0
17,311.0
18,311.0
19,-42.0
20,-29.0
21,-22.0
22,-34.0
23,-38.0
24,-27.0
25,-28.0
26,-26.0
27,-32.0
28,-31.0
29,-43.0
30,-41.0
31,-41.0
32,-42.0
33,-28.0
34,-27.0
35,-25.0
36,-24.0
37,-44.0
38,311.0
39,311.0
40,-42.0
41,-39.0
42,-40.0
43,311.0
44,-27.0
45,-43.0
46,298.0
47,-30.0
48,-39.0
49,-26.0
50,-34.0
51,-42.0
52,-42.0
53,-29.0
54,-24.0
55,-39.0
56,311.0
57,-26.0
58,-41.0
59,298.0
60,-28.0
61,-25.0
62,-25.0
63,-26.0
64,-21.0
65,311.0
66,-25.0
67,-25.0
68,-19.0
69,-27.0
70,-42.0
71,-40.0
72,-27.0
73,-30.0
74,-27.0
75,-25.0
76,-29.0
77,-26.0
78,311.0
79,-27.0
80,-21.0
81,-39.0
82,-26.0
83,-27.0
84,-42.0
85,-20.0
86,-26.0
87,-27.0
88,-29.0
89,-32.0
90,-34.0
91,-39.0
92,-41.0
93,-30.0
94,-42.0
95,-29.0
96,-41.0
97,-22.0
98,-29.0
99,-41.0
100,-43.0
101,-29.0
102,311.0
103,-30.0
104,-27.0
105,-27.0
106,-21.0
107,-24.0
108,-41.0
109,-24.0
110,-28.0
111,-40.0
112,-43.0
113,-23.0
114,-29.0
115,-45.0
116,-32.0
117,-31.0
118,-28.0
119,-29.0
120,-40.0
121,-27.0
122,-26.0
123,-33.0
124,-21.0
125,-26.0
126,-42.0
127,-42.0
128,-30.0
129,-27.0
130,-30.0
131,-37.0
132,-23.0
133,-28.0
134,-25.0
135,-39.0
136,-30.0
137,-30.0
138,310.0
139,-28.0
140,-44.0
141,-42.0
142,-25.0
143,-35.0
144,-40.0
145,-27.0
146,-38.0
147,-27.0
148,-26.0
149,-26.0
150,-42.0
151,298.0
152,-39.0
153,-40.0
154,-29.0
155,-30.0
156,-33.0
157,-43.0
158,-44.0
159,-40.0
160,-28.0
161,-27.0
162,-32.0
163,-31.0
164,-20.0
165,-25.0
166,-28.0
167,-30.0
168,-39.0
169,-44.0
170,-28.0
171,-46.0
172,-38.0
173,-31.0
174,297.0
175,-42.0
176,-29.0
177,-29.0
178,-44.0
179,-27.0
180,-29.0
181,-28.0
182,-39.0
183,-44.0
184,-26.0
185,-27.0
186,310.0
187,-23.0
188,311.0
189,-24.0
190,-42.0
191,298.0
192,-28.0
193,-29.0
194,-43.0
195,-37.0
196,-44.0
197,-25.0
198,-27.0
199,-42.0
200,-41.0
201,-29.0
202,-34.0
203,-28.0
204,-27.0
205,-26.0
206,-21.0
207,-30.0
208,298.0
209,-29.0
210,-24.0
211,-29.0
212,-30.0
213,-37.0
214,-40.0
215,-30.0
216,-40.0
217,-41.0
218,-32.0
219,-33.0
220,-32.0
221,-24.0
222,-44.0
223,310.0
224,310.0
225,-22.0
226,-40.0
227,-28.0
228,-41.0
229,297.0
230,-29.0
231,-23.0
232,310.0
233,298.0
234,-38.0
235,-33.0
236,-30.0
237,298.0
238,-26.0
239,-31.0
240,-28.0
241,-42.0
242,-31.0
243,-28.0
244,-21.0
245,296.0
246,-33.0
247,-29.0
248,-42.0
249,-31.0
250,-30.0
251,-25.0
252,-28.0
253,298.0
254,293.0
255,-29.0
256,-45.0
257,-26.0
258,-29.0
259,298.0
260,-42.0
261,-41.0
262,311.0
263,-25.0
264,-33.0
265,-24.0
266,-25.0
267,-30.0
268,-22.0
269,-29.0
270,311.0
271,-31.0
272,-29.0
273,-44.0
274,-24.0
275,-29.0
276,-43.0
277,-22.0
278,-28.0
279,-26.0
280,-32.0
281,298.0
282,-31.0
283,-28.0
284,-39.0
285,-40.0
286,298.0
287,-41.0
288,-31.0
289,-28.0
290,-30.0
291,-40.0
292,298.0
293,-43.0
294,298.0
295,-27.0
296,-30.0
297,-36.0
298,-21.0
299,296.0
300,298.0
301,-42.0
302,-25.0
303,-37.0
304,-31.0
305,-39.0
306,-32.0
307,-30.0
308,-26.0
309,309.0
310,-26.0
311,-35.0
312,-29.0
313,-24.0
314,-28.0
315,-43.0
316,298.0
317,-31.0
318,-30.0
319,-27.0
320,-43.0
